sq,codlog,valor_m2_brl
038070,060135,6363.15
038070,106135,4716.94
038070,195839,5659.07
038092,044008,5091.02
038092,052175,5091.02
038092,126799,5091.02
038092,195839,5199.34
038095,029157,5108.66
038095,052175,5012.93
038095,090115,4991.52
038095,195839,4904.61
038098,027626,5313.96
038098,029157,5797.62
038098,090115,5067.09
038098,248673,4723.24
038103,005533,3594.70
038103,014346,4050.65
038103,021989,4087.18
038103,109088,4522.98
038103,195839,4742.13
038104,005533,3840.31
038104,014346,3840.31
038104,109088,3840.31
038105,068179,3840.31
038105,109088,4626.26
038105,124524,4082.14
038105,195839,4900.83
038116,103420,4257.21
038116,154458,4257.21
038116,195839,4257.21
038116,197645,4257.21
039073,060135,7765.01
039073,112933,4871.87
039073,146420,5599.87
039073,188077,5191.79
039073,195839,5166.60
040037,034541,2914.55
040037,142115,1988.80
040037,156094,3097.19
040037,184381,3097.19
040047,003310,2123.57
040047,156094,1799.87
040047,181722,1799.87
040047,184381,1477.43
040050,034541,3142.53
040050,052620,3165.20
040050,054216,3483.86
040050,156094,3311.31
040051,049638,3549.36
040051,052620,3118.60
040051,054216,3708.06
040051,156094,3458.67
040056,034541,3128.67
040056,054216,3184.09
040056,156094,3233.22
040056,199834,3395.70
040070,119130,3700.50
040070,149632,3609.82
040070,181722,3631.23
040070,199834,3495.20
040074,034541,2692.88
040074,106488,3157.64
040074,129100,2803.72
040074,144495,2803.72
040074,149632,3097.19
040074,156094,3521.65
040074,199834,3332.72
040074,199885,3252.11
040077,034541,3720.65
040077,054216,3554.40
040077,106488,3821.42
040077,149632,3521.65
040084,119989,3078.29
040084,129429,3152.61
040084,144495,3550.62
040084,157171,2860.39
040085,077461,3050.58
040085,119989,3050.58
040085,129100,3050.58
040085,144495,3240.77
040088,049638,3525.43
040088,050032,3277.30
040088,054216,3109.78
040088,106488,2934.71
040090,003310,3356.65
040090,050032,2874.25
040090,106488,3240.77
040090,119130,3050.58
040091,050032,3006.50
040091,106488,3106.00
040091,119130,2915.81
040091,181722,3959.97
040096,129100,3129.93
040096,142450,3342.79
040096,196282,3166.46
040096,199885,3029.17
040104,051136,3670.27
040104,077461,3239.51
040104,122599,3454.89
040104,142450,3454.89
040106,122599,3109.78
040106,142450,3239.51
040106,144495,3098.45
040106,196282,2982.57
040115,077461,3534.24
040115,122599,3239.51
040115,142433,3827.71
040115,144495,4117.41
040116,122599,3225.66
040116,142433,3225.66
040116,144495,3635.01
040116,196282,3225.66
040125,077461,3652.64
040125,142433,3550.62
040125,144495,4004.05
040125,196886,3459.93
040129,021474,3276.04
040129,142433,3442.30
040129,144495,3074.51
040129,199885,3827.71
040199,055476,2414.52
040199,061387,2577.00
040199,088650,2696.66
040199,090921,2412.00
040199,122599,2350.28
040199,135267,2600.93
040199,142433,2498.91
040199,142450,2235.67
040199,190888,2474.98
040199,193437,2560.63
041004,036307,8674.39
041004,060232,8674.39
041004,060615,8674.39
041004,098019,8674.39
041042,086681,5083.47
041042,124257,5083.47
041042,140732,5083.47
041042,148210,4944.92
041272,054550,6303.95
041272,077089,6297.65
041272,146706,6310.25
041272,221767,6680.55
041273,054550,6349.30
041273,100145,6768.72
041273,146706,6297.65
041273,221767,6680.55
042008,059021,5064.57
042008,119385,5253.50
042008,125350,4878.16
042008,179914,5900.90
042012,002631,3352.87
042012,060135,6045.75
042012,073830,3734.51
042012,093122,3511.57
042012,195839,3422.15
042012,314129,3129.93
042024,002631,6339.22
042024,033227,6142.73
042024,060135,7732.26
042024,127710,5734.64
042025,002631,6060.86
042025,033227,5966.40
042025,060135,7490.43
042025,189073,5753.54
042026,002631,3500.24
042026,033227,3380.58
042026,137430,3260.93
042026,177148,3380.58
042029,002631,3394.44
042029,112062,3260.93
042029,174670,3510.31
042029,177555,3753.40
042029,189073,3631.23
042047,035025,5326.56
042047,035351,5491.55
042047,059021,5068.35
042047,144070,5023.01
042053,002631,6379.52
042053,060135,7955.20
042053,177555,5588.54
042053,189073,6693.15
042077,002631,6297.65
042077,060135,7931.27
042077,119580,6552.08
042077,177555,6803.99
042167,034932,3391.92
042167,064238,3054.36
042167,081671,3106.00
042167,177555,3288.64
042167,313440,3166.46
042167,314218,2719.33
042167,608203,3150.09
042167,627577,3325.16
042168,064238,3320.12
042168,177555,3325.16
042168,210790,3320.12
042168,212164,3325.16
042168,608203,3320.12
042168,627577,3307.53
042169,177555,3117.34
042169,313440,3106.00
042169,608203,3037.99
042170,064238,3291.15
042170,210706,3325.16
042170,210790,3291.15
042170,212164,3255.89
042171,064238,3325.16
042171,210706,3325.16
042171,210790,3325.16
042171,220779,3325.16
042172,064238,3325.16
042172,170836,3268.48
042172,210790,3325.16
042172,220779,3325.16
042174,170836,3268.48
042174,210013,3325.16
042174,210790,3325.16
042174,664979,3325.16
042175,170836,3268.48
042175,177555,3325.16
042175,210013,3325.16
042175,210544,3325.16
042175,210790,3325.16
042176,177555,3325.16
042176,210544,3325.16
042176,210790,3325.16
042209,170836,3268.48
042209,210790,3106.00
042209,664979,3106.00
043047,017850,3231.96
043047,144495,3796.23
043047,170631,3231.96
043047,199885,3231.96
043179,056898,2216.77
043179,082961,2016.51
043179,119164,2263.38
043179,195839,1871.66
045044,034754,2982.57
045044,045381,2449.79
045044,097152,3347.83
046232,000663,2748.30
046232,089451,3066.96
046232,094242,2729.40
050008,051446,2540.47
050008,115061,2248.26
050008,126110,1883.00
050008,139599,2394.37
050113,003310,2593.37
050113,082040,3014.06
050113,119130,2696.66
050113,168599,2715.55
050114,082040,2626.12
050114,119130,2626.12
050114,181722,3335.24
050115,003310,2323.83
050115,034541,2592.11
050115,119130,2626.12
050115,168599,2704.21
050115,181722,2497.65
050215,057622,2764.67
050215,126381,2291.09
050215,181722,2764.67
051319,168432,1394.30
051319,186384,1285.98
051319,243388,904.34
051319,269662,1468.61
051319,270180,1191.52
051319,273201,1416.97
051319,300144,1545.44
051319,656348,964.80
051319,656780,1191.52
051319,754056,1191.52
053033,013447,2707.99
053033,042820,2676.50
053033,103527,2605.97
053033,169714,1683.99
053033,334642,2923.37
054209,004090,3915.88
054209,066796,3915.88
054209,095729,3915.88
054209,103810,3915.88
054260,069329,4165.27
054260,075795,3049.32
054260,111252,6083.53
054260,173223,9202.13
054260,321125,9202.13
054260,736325,9722.32
054260,756458,9365.87
054260,787078,8519.47
055146,123811,2354.06
055146,162426,2347.77
055146,168424,2414.52
056048,082627,898.05
056048,094030,782.17
056048,169250,809.88
060262,047171,1120.98
060262,724726,1041.63
060262,724866,1080.68
061007,031453,2818.83
061007,043931,2740.74
061007,086843,2859.14
061007,160520,2852.84
061014,031453,1322.51
061014,041491,1186.48
061014,074950,1041.63
061014,172790,1314.95
061024,026271,2585.82
061024,093718,2735.70
061024,102075,2704.21
061024,148954,2914.55
061052,041483,2525.36
061052,079340,2451.05
061052,147010,2374.22
061052,148954,3006.50
061052,160520,2512.76
061052,163643,2366.66
061052,174491,2812.53
061053,147010,2433.41
061055,104396,3383.10
061055,153931,2433.41
061055,160520,2433.41
061055,174491,2433.41
061073,082627,2566.92
061073,169250,2425.86
061073,172774,2545.51
061073,183822,2482.54
061073,434604,2351.54
061075,065374,2497.65
061075,082627,2637.46
061075,094030,2458.60
061075,169250,2405.70
061075,183822,2719.33
061075,433381,2529.14
061075,433632,2239.45
061088,049972,1750.75
061088,082627,1748.23
061088,094030,1656.28
061088,134929,1675.18
061088,183822,1822.54
061091,019798,1597.09
061091,093211,1647.47
061091,195588,1696.59
061127,002542,2670.21
061127,022845,2707.99
061127,147028,2541.73
061127,162922,2639.98
061141,014079,1778.46
061141,093211,1715.48
061141,093220,1580.71
061141,161586,1734.37
061141,392286,1660.06
061141,488186,1381.71
061142,033367,1362.81
061142,093211,1365.33
061142,098523,1580.71
061142,161586,1527.81
061143,022845,2798.68
061143,147028,2215.51
061143,172774,2546.77
061143,183822,2855.36
061149,002542,2728.14
061149,014079,2577.00
061149,086380,2471.20
061149,104396,2850.32
061149,147010,3446.08
061149,177865,2215.51
061149,297763,2497.65
061150,002542,2612.27
061150,022845,2728.14
061150,147010,3263.44
061150,162922,2541.73
061156,014834,1289.76
061156,019798,1183.96
061156,150436,934.57
061156,180025,1365.33
061156,195588,1132.32
061156,222402,1537.89
061156,412562,1017.70
061156,684686,870.34
062129,047368,4266.03
062129,063207,3525.43
062129,131156,3525.43
062129,183474,3525.43
062162,073660,2526.62
062162,082368,2604.71
062162,090352,2519.06
062162,193283,2621.08
064140,038300,1073.12
064140,058459,1047.93
064140,084786,1191.52
064140,281565,1131.06
064192,062170,1405.64
064192,111198,1564.34
064192,143456,1424.53
064192,147940,1394.30
064207,019305,966.06
064207,048968,1204.11
064207,084662,813.66
064207,104957,1008.88
064207,167592,647.40
067456,064289,806.10
067456,071412,726.75
067456,083208,1013.92
067456,123072,1013.92
067456,297909,646.14
067473,016322,472.32
067473,066699,374.08
067473,082538,997.55
067473,213764,570.57
067473,322520,472.32
067473,482870,472.32
068479,045500,1248.20
068479,084476,1263.31
068479,090867,1307.39
068479,131725,1575.67
068479,135135,1269.61
068479,153443,1241.90
068479,193828,1307.39
068479,641847,1210.41
068479,754943,1192.78
068479,769720,1196.55
069016,008966,2117.27
069016,192015,3658.94
069163,077747,3311.31
069163,077755,3493.94
069163,109142,2338.95
069163,148261,3677.83
069163,177679,2379.25
069163,198846,3967.52
069163,260681,2048.00
069163,361950,2144.98
069207,161322,2781.04
069207,181609,2781.04
070024,018295,2176.47
070024,076139,2068.15
070024,112194,2041.70
070024,113450,1922.04
070024,131334,1840.17
070040,113450,1220.49
070040,125636,1453.50
070040,147672,989.99
070040,277843,1220.49
070040,350729,1220.49
070040,350737,1220.49
070150,045292,2069.41
070150,094072,2501.43
070150,147672,3744.59
070150,204668,2069.41
070242,000760,2351.54
070242,001490,2501.43
070242,003514,2425.86
070242,007889,2740.74
070242,021148,2616.05
070242,147672,2546.77
070242,201383,2582.04
070242,643602,2859.14
070242,732893,2695.40
070400,277487,1859.07
070400,350729,1859.07
072106,101680,3082.07
072106,133477,2987.61
072106,142425,3194.17
072106,157538,3213.06
072108,021369,3084.59
072108,073270,3299.97
072108,073601,3142.53
072108,142425,3403.25
072108,157538,3307.53
072108,157546,3196.69
072108,198846,4357.98
072108,275859,3082.07
072140,055417,2367.92
072140,060569,2355.32
072140,087432,2536.70
072140,104914,2323.83
072140,127701,2330.13
073032,055670,2473.72
073032,067814,2001.39
073032,157848,2102.16
073032,198846,1899.37
073039,055670,3041.77
073039,076953,3084.59
073039,117021,3084.59
073039,198846,3710.58
073040,055670,2565.66
073040,061107,2982.57
073040,076953,2672.72
073040,198846,4487.71
073157,055670,2725.62
073157,089931,2095.86
073157,198846,2171.43
073157,431494,1927.08
073285,024210,1051.71
073285,204684,1051.71
073285,208787,1051.71
073285,229687,1051.71
076301,040150,1016.44
076301,044385,1016.44
076301,064505,1333.84
076301,138339,1016.44
076301,206881,439.58
076301,429686,1016.44
076301,429694,439.58
076301,429708,439.58
076301,429716,1016.44
076301,429724,439.58
076301,429732,439.58
076301,429740,439.58
076301,429759,439.58
076301,429767,439.58
076301,429775,1016.44
076301,429783,1016.44
076301,429791,1016.44
076301,429805,1016.44
076301,429813,1016.44
076301,429821,1016.44
076301,429830,1016.44
076301,429848,439.58
076301,429856,439.58
076301,429864,439.58
076301,429872,439.58
077003,034290,1338.88
077003,168386,1377.93
078005,027740,1788.53
078005,168386,1886.78
078005,213217,1580.71
078005,795968,1695.33
078249,011975,1517.73
078249,143502,1079.42
078249,213217,1811.21
078431,283126,1294.80
078431,288195,1123.50
078431,288314,1180.18
078431,315290,1274.65
078431,332348,1370.37
078519,148784,1772.16
078519,151882,1584.49
078519,253529,1750.75
078519,253570,1883.00
078519,253588,1857.81
078519,253596,1990.06
078519,253600,2016.51
078519,253618,1678.95
078519,253634,1820.02
078519,288284,1821.26
078519,288322,1857.81
078519,636207,1857.81
078519,717916,1772.16
081179,021490,7402.26
081179,087149,6929.94
081179,119350,6763.68
081179,208515,6621.35
081179,336831,6929.94
081180,021490,7228.45
081180,077160,7355.66
081180,103870,7292.68
081180,119350,7416.12
081180,336831,7355.66
081210,021490,4000.27
081210,087149,4000.27
081210,088390,4000.27
081210,122734,4000.27
082165,116718,725.49
082165,135780,1798.61
082170,055441,1833.88
082170,135780,1877.96
082170,176087,1612.20
082222,098361,1938.42
082222,114910,2491.35
082222,190926,1938.42
082222,594300,2123.57
082402,039748,1961.09
082402,049212,1652.50
082402,053090,2519.06
082402,072702,1871.66
082402,114472,1830.10
082402,177750,1783.50
082517,002968,1595.83
082517,019712,790.99
082517,033766,1595.83
082517,049573,1369.11
082517,053090,1595.83
082517,085774,1595.83
082517,147001,1595.83
082517,153869,1595.83
082517,163678,790.99
082517,169684,1595.83
082517,198170,1820.02
083025,004898,3812.60
083025,068306,3797.49
083025,087602,3803.78
083025,160172,4540.61
083025,179850,3797.49
083046,040207,6063.38
083046,045110,6063.38
083046,162620,6063.38
084003,045012,3690.43
084003,059986,4633.81
084003,119830,4492.75
084003,178373,3690.43
084046,001350,4393.24
084046,011290,4483.93
084046,161756,4554.46
084046,179329,4403.32
084238,005584,4633.81
084238,044474,4633.81
084238,126705,4633.81
084238,194611,4142.60
084259,049891,3166.46
084259,179329,3166.46
086091,097640,4841.64
086091,159867,4710.65
086091,163180,5378.20
086091,196924,5882.01
086128,142263,3840.31
086128,163562,3827.71
086128,165115,3845.35
086128,166758,4424.73
086286,064173,2883.07
086286,105864,2962.42
086286,135976,2326.35
086286,199311,2949.82
087064,040533,5067.09
087064,043281,5074.65
087064,047775,5301.37
087064,195596,5175.41
087221,040533,4796.29
087221,072273,4796.29
087221,157414,4796.29
087248,028347,3332.72
087248,032832,3332.72
087248,106526,3332.72
087248,135178,3332.72
087248,163759,3332.72
087251,002224,3602.26
087251,096474,3606.04
087251,189251,3606.04
087251,353698,3606.04
087253,043281,2350.28
087253,102709,2350.28
087253,107000,2350.28
087306,010090,2152.54
087306,043281,2152.54
087306,102709,3352.87
087306,107000,2362.88
087306,171220,2467.42
087306,607274,1961.09
087306,612880,2508.99
087340,102709,3419.63
087340,187496,2350.28
087340,695726,2350.28
087374,005517,3487.64
087374,195740,4297.52
087379,015105,2403.18
087379,022276,2540.47
087379,025178,2764.67
087379,032832,3014.06
087379,045691,2661.39
087379,074047,2259.60
087379,102709,3087.11
087379,127434,3022.87
087379,135178,3022.87
087379,152536,2283.53
087379,187496,2184.03
087379,627968,2279.75
087480,062383,6400.94
087480,109983,4293.74
087480,113506,4361.76
087480,195740,4491.49
088019,191523,5703.16
088048,002224,4170.31
088048,010855,3801.26
088048,109185,3626.19
088048,158062,3801.26
088090,063371,2875.51
088090,148067,2870.47
088090,216402,2903.22
088090,354384,2713.03
088093,012432,3686.65
088093,063371,3978.86
088093,096474,2755.85
088093,354384,3868.02
088093,389056,3525.43
088259,076007,2653.83
088259,133787,2719.33
088259,148067,2757.11
088259,165328,2731.92
088259,195855,2908.26
088259,216402,2827.65
088259,322822,2938.49
088259,354392,2835.20
088259,363162,2859.14
088259,689335,2501.43
089320,113964,1968.65
089320,119091,2219.29
089320,186406,1968.65
089320,199311,1716.74
089562,014826,1767.12
089562,022357,4206.83
089562,082856,4330.27
089562,122920,3919.66
089562,137510,4369.31
089562,190519,2123.57
090013,014192,3980.12
090013,040681,3956.19
090013,169234,3980.12
090013,194298,3910.84
090481,210480,2636.20
091583,327697,1299.84
091583,704741,1299.84
091583,737208,1299.84
091583,757578,1299.84
095027,024830,1661.32
095027,329673,996.29
095089,024830,1132.32
095089,049727,1132.32
098047,124362,1547.96
098047,168386,1547.96
098047,199516,1547.96
098071,002879,4504.08
098071,018473,4546.91
098071,060542,4502.82
098071,060976,5449.99
099002,017159,2439.71
099002,024953,2466.16
099002,065447,2855.36
099002,069965,2342.73
099002,072982,2311.24
099002,088684,1813.72
099002,124362,2279.75
099002,170763,1813.72
099002,203700,2274.71
099002,290521,2430.89
099002,441910,1944.72
099002,492299,937.09
099002,492302,937.09
099002,492310,937.09
099002,696803,2279.75
099026,017159,2681.54
099026,024953,2657.61
099026,142832,2707.99
099026,203700,2677.76
099028,017159,2283.53
099028,024953,2743.26
099028,199516,2340.21
099028,203700,2362.88
099046,053970,1627.31
099046,064564,1627.31
099046,065447,3093.41
099046,134171,2069.41
100037,057142,2359.10
100037,075396,2359.10
100037,150347,2474.98
100037,150479,2478.76
101019,002267,777.13
101019,147001,945.91
101019,217913,842.63
101019,757985,807.36
101470,067512,4070.80
101470,138037,4070.80
101470,163490,4070.80
101470,177393,4070.80
104119,033570,1080.68
104119,048925,997.55
104119,094200,1166.33
104119,191728,1080.68
104125,033570,1112.17
104125,111996,1052.97
104125,137251,989.99
104125,183342,1052.97
104127,033570,984.95
104127,094200,1044.15
104127,137260,1013.92
104127,191728,968.58
104128,094200,1035.33
104128,101257,1012.66
104128,137260,989.99
104128,163066,1012.66
104133,137251,997.55
104133,183342,997.55
104136,015083,1104.61
104136,035971,969.84
104136,100757,1088.23
104136,101257,1017.70
104136,134171,1379.19
104136,137260,1013.92
104136,195278,1254.49
104136,242683,940.87
104136,251950,993.77
104136,695610,1088.23
107062,084093,1003.85
107062,096822,918.20
107062,117064,1083.20
107062,157511,981.17
107062,175277,1001.33
107062,179027,900.56
109063,109452,809.88
109063,112780,1020.22
109063,147672,1306.13
109063,188140,1389.26
109194,052256,1927.08
109194,061743,1803.65
109194,147672,1390.52
109194,196916,1997.62
109194,257729,1927.08
109194,620025,1998.88
109194,645214,1982.50
109194,737917,1914.49
109194,758442,1866.62
111248,034142,953.46
111248,057479,874.11
111248,070238,972.36
111248,157163,942.13
111354,154679,896.79
111354,217590,942.13
111354,262790,857.74
111354,262803,857.74
111354,262811,857.74
111354,636355,968.58
111390,024295,1120.98
111390,305251,770.83
112705,006050,1055.49
112705,138819,1262.05
112849,071560,828.77
112849,107859,992.51
112849,146374,663.77
112849,189510,828.77
114013,046906,590.72
114013,062464,597.02
114013,104752,584.42
114013,251003,564.27
114056,036684,745.64
114056,074667,745.64
114056,175633,745.64
114056,185078,745.64
114080,082147,1811.21
114080,096245,1752.01
114080,133094,1752.01
114080,171239,1772.16
114080,200816,1772.16
114240,039942,1575.67
114240,098043,1792.31
114240,197440,1794.83
116178,078182,1508.92
116178,105031,1764.60
118541,150320,1707.92
118541,201227,1724.30
118541,215376,1724.30
118541,788279,1724.30
123001,039845,1774.68
123001,075000,2112.23
123001,126020,1424.53
123001,163376,584.42
123001,217123,1571.89
123001,217131,1278.42
123001,362760,1774.68
123128,065366,1940.94
123128,080004,1940.94
123128,112917,1940.94
123128,160270,1940.94
123128,172120,1940.94
123128,642819,1974.94
123133,015652,2740.74
123133,065013,2701.69
123133,080004,2540.47
123148,080004,3197.95
123148,116874,3197.95
123148,142670,3197.95
123148,220817,3197.95
123164,112917,2419.56
123164,146110,2439.71
123164,160270,2419.56
123164,221694,2701.69
123164,259772,2443.49
123164,388475,2419.56
123164,389021,2419.56
123164,642819,1974.94
123164,687472,2089.56
123194,022594,2850.32
123194,071803,2187.81
123194,132527,2577.00
123194,142670,3487.64
123194,159298,2850.32
123199,151084,945.91
123199,182150,508.85
123199,198048,1176.40
123199,215074,801.06
125020,143502,1092.01
125020,157953,1136.10
125020,269417,928.27
125020,690546,1147.43
127312,048577,983.69
127312,105503,940.87
127312,209252,1279.68
127312,336947,962.28
127312,344893,962.28
127312,351482,962.28
127312,401200,1493.80
127312,401285,1279.68
127312,401307,1685.25
127312,776025,962.28
128211,031305,1429.57
128211,050962,518.93
128211,059404,1055.49
128211,131466,501.29
128211,147672,535.30
128211,253995,477.36
128211,276898,583.16
128211,336947,527.74
128211,604097,636.06
128211,705446,487.44
128211,758418,484.92
133031,033499,699.04
155191,636975,774.61
155191,638722,928.27
155191,655821,872.85
155191,679062,859.00
155191,701912,866.56
155191,747033,906.86
155193,632708,885.45
155193,679062,889.23
155193,701912,826.25
155193,707597,953.46
162035,022608,459.73
162035,066338,1176.40
162035,082066,564.27
162035,114537,1192.78
162035,160423,476.10
162035,406139,1162.55
162035,498270,1024.00
162035,501700,481.14
162035,657336,428.24
167226,095290,1342.66
167226,444790,636.06
167226,444804,837.59
167226,444871,715.41
167226,445169,715.41
167226,445185,715.41
167226,445215,715.41
167226,445240,715.41
172312,022357,966.06
172312,044717,920.72
172312,053120,909.38
172312,057525,876.63
172312,101460,870.34
172312,121762,345.11
172312,193330,881.67
172312,248452,880.41
172312,248479,886.71
172312,258628,890.49
172312,258636,894.27
172312,258644,831.29
172312,341452,874.11
172312,352373,886.71
172312,424200,855.22
187007,127850,318.66
187007,166367,365.26
187007,213802,313.62
187007,304425,365.26
187007,605700,365.26
187007,611697,365.26
187007,673986,400.53
187007,680168,400.53
187007,731978,390.45
196018,037877,1700.37
196018,046329,1874.18
196018,047368,2414.52
196018,068357,1628.57
196018,092169,2037.92
196018,100420,2255.82
196018,127558,1807.43
196018,165867,2215.51
196018,270938,1977.46
196018,271101,1726.82
196018,271110,1811.21
196018,271160,1700.37
196018,271179,1700.37
196018,271187,1700.37
196018,306207,1571.89
196018,306223,1571.89
196018,361917,1700.37
196018,618900,1603.38
196018,643343,1603.38
196018,704032,1723.04
196018,717649,1687.77
196018,736384,1770.90
196022,271179,1655.02
196022,271187,1655.02
196022,618900,1603.38
196022,717649,1706.66
196023,271160,1660.06
196023,271179,1660.06
196023,618900,1656.28
196023,717649,1661.32
196024,271179,1682.73
196024,271187,1682.73
196024,618900,1734.37
196024,704032,1628.57
196025,271110,1655.02
196025,271160,1655.02
196025,618900,1656.28
196025,717649,1652.50
196026,271160,1671.40
196026,271179,1671.40
196026,618900,1637.39
196026,704032,1706.66
196027,271179,1734.37
196027,271187,1734.37
196027,704032,1783.50
196027,736384,1682.73
196028,271110,1846.47
196028,361917,1846.47
196028,618900,1846.47
196028,717649,1846.47
196029,271110,1652.50
196029,271160,1652.50
196029,618900,1652.50
196029,704032,1652.50
196030,271160,2017.77
196030,271179,2017.77
196030,704032,2017.77
196030,736384,2017.77
196031,271179,1667.62
196031,271187,1667.62
196031,643343,1675.18
196031,736384,1660.06
196032,271110,1811.21
196032,361917,1811.21
196032,618900,1811.21
196032,704032,1811.21
196033,271110,1631.09
196033,271160,1631.09
196033,704032,1603.38
196033,736384,1656.28
196034,271160,1811.21
196034,271179,1811.21
196034,643343,1811.21
196034,736384,1811.21
196035,271110,1846.47
196035,361917,1846.47
196035,704032,1846.47
196035,736384,1846.47
196036,271110,1655.02
196036,271160,1655.02
196036,643343,1706.66
196036,736384,1603.38
197033,134171,2891.88
197033,140643,2132.39
197033,184497,2449.79
197034,064718,3307.53
197034,074799,2390.59
197034,184497,1791.05
197034,388572,3447.34
197034,510955,3447.34
197034,510963,3447.34
200005,125024,2231.89
200005,141925,2133.65
200006,084930,2564.40
200006,102636,2430.89
200006,141925,2502.69
200006,158860,2471.20
200006,450022,2491.35
200017,087840,2315.02
200017,125024,2231.89
200017,187836,2453.57
200017,194557,2612.27
200028,008559,2379.25
200028,078093,2423.34
200028,125741,2570.70
200028,142808,2532.92
200056,032328,2812.53
200056,161314,2580.78
200058,086770,2228.11
200058,095265,2228.11
200058,119059,2228.11
200058,847550,2228.11
230116,101524,428.24
230116,175633,428.24
230116,401722,428.24
230116,401730,428.24
237126,397660,365.26
237126,453544,365.26
237126,453552,365.26
237126,453579,365.26
237126,453587,365.26
277978,330159,74.31
282006,381012,74.31
282006,381020,74.31
282006,381063,74.31
299013,051594,6142.73
299013,088382,7227.19
299013,119873,6142.73
299013,176508,6142.73
299014,024015,8914.96
299014,051055,8659.27
299014,068977,20576.96
299014,088382,8914.96
299014,090468,8914.96
299014,105562,7324.17
299143,049336,15527.50
299143,062383,13197.36
299143,123269,10447.81
299143,471054,5774.95
299143,471070,5774.95
299143,480193,5774.95
299143,793710,5774.95
300009,001546,2812.53
300009,005045,4786.22
300009,079839,2812.53
300009,098949,3526.69
300009,142670,3002.72
300009,155551,2423.34
300009,315338,3526.69
300009,315346,3526.69
300009,757284,3526.69
300032,105260,2362.88
300032,142670,2561.89
300075,115630,2617.31
300075,142670,3032.95
300075,177075,2617.31
300075,724440,2617.31
304009,024554,1394.30
304009,042196,1060.52
304009,055670,1060.52
304056,045500,1372.89
304056,084662,1372.89
304056,131725,1322.51
304056,151050,1372.89
304125,142700,1262.05
304125,413798,1497.58
306028,007196,2660.13
306028,013595,1867.88
306028,036374,2656.35
306028,131962,2512.76
306060,014672,1846.47
306060,141631,2244.48
306060,189294,2045.48
306060,290386,2045.48
