drive_id,nome,tipo,tema,camada,oficialidade,uso_atual,ext
1kJ3ySGbSkRiki-yXo_91cizGg7WMJGUt,3-QUADRO_2A_FINAL_9f913e.docx,DOC_GOOGLE,OUTRO,99_LIXEIRA_DUPLICADOS,DESCONHECIDO,DESCARTE,docx
1-MmjwRFRZR6xh5ohN266wy8r9gOjVY1h,4-QUADRO_2B_FINAL.docx,DOC_GOOGLE,OUTRO,01A_BRONZE_OFICIAL,DESCONHECIDO,SO_IDEIA,docx
1u8iiWECV6BIyWjrR7-jvG3C8dz4Nem_I,5-QUADRO_3_FINAL.docx,DOC_GOOGLE,OUTRO,01A_BRONZE_OFICIAL,DESCONHECIDO,SO_IDEIA,docx
1bs_IndFl9SCOJyglqWByCtXBNKAAWUVz,6-QUADRO_3A_FINAL.docx,DOC_GOOGLE,OUTRO,01A_BRONZE_OFICIAL,DESCONHECIDO,SO_IDEIA,docx
17r9Jq-4Nv1zSWdFPngUf8b5x6SqfXGsT,RESOLUÇÃO SECRETARIA MUNICIPAL DE CULTURA - SMC_CONPRESP Nº 13 DE 13 DE NOVEMBRO DE 2023 (1).pdf,JURISPRUDENCIA,OUTRO,99_LIXEIRA_DUPLICADOS,OFICIAL,DESCARTE,pdf
1u-uGqC0EmrfHWJITuNHgpwd0OYEdrUOC,RESOLUÇÃO SECRETARIA MUNICIPAL DE CULTURA - SMC_CONPRESP Nº 13 DE 13 DE NOVEMBRO DE 2023.pdf,JURISPRUDENCIA,OUTRO,01A_BRONZE_OFICIAL,OFICIAL,DESCARTE,pdf
1eZWPfqGfwOuejNyOKUZj6bpV-XiqCn58,Resolucao 01_22 CONPRESP (1).pdf,JURISPRUDENCIA,OUTRO,01A_BRONZE_OFICIAL,OFICIAL,DESCARTE,pdf
1JJ0GngSSxUzXVI9WRrV5BOUYPhqaizGQ,Resolucao 01_22 CONPRESP (2).pdf,JURISPRUDENCIA,OUTRO,01A_BRONZE_OFICIAL,OFICIAL,DESCARTE,pdf
1oRuM3jytjxsLmZtWxH6PnmC-5cBLAb-C,Resolucao 04 CONSPRESP 2023.pdf,JURISPRUDENCIA,OUTRO,01A_BRONZE_OFICIAL,DESCONHECIDO,DESCARTE,pdf
1sUHrpOSN4FqVq9_jcOMq54nMMkCuN7VJ,12-QUADRO_5_FINAL.doc,OUTRO,OUTRO,01A_BRONZE_OFICIAL,DESCONHECIDO,SO_IDEIA,doc
1hlL_S9B4i9hMAeMVKKVUcSe0rtrxMneO,12-QUADRO_5_FINAL_dc6dfe.doc,OUTRO,OUTRO,99_LIXEIRA_DUPLICADOS,DESCONHECIDO,DESCARTE,doc
13jFZ2yEGdjNqugWi2zqA6BSeJLfy_v2g,7-QUADRO_3B_FINAL (1).doc,OUTRO,OUTRO,01A_BRONZE_OFICIAL,DESCONHECIDO,DESCARTE,doc
1eaLAS8sJMIaQd85-fSUWWGr_suIKnnsw,7-QUADRO_3B_FINAL.doc,OUTRO,OUTRO,01A_BRONZE_OFICIAL,DESCONHECIDO,SO_IDEIA,doc
1QWND-iWSvdFRzj6hyyNHRM9kIZ0EsLrA,7-QUADRO_3B_FINAL_95240e.doc,OUTRO,OUTRO,99_LIXEIRA_DUPLICADOS,DESCONHECIDO,DESCARTE,doc
1m0oWkDomThhgwHiW77fh9FN34U6XQBdh,8-QUADRO_3C_FINAL.doc,OUTRO,OUTRO,01A_BRONZE_OFICIAL,DESCONHECIDO,SO_IDEIA,doc
1RXqM4Tbe7aKLsUtO6VcaB8vWh-V27Vrk,9-QUADRO_4_FINAL (1).doc,OUTRO,OUTRO,01A_BRONZE_OFICIAL,DESCONHECIDO,DESCARTE,doc
1C-1BXZM1n4xxPoZfbSG8LEq6Bv6hUsEr,9-QUADRO_4_FINAL.doc,OUTRO,OUTRO,01A_BRONZE_OFICIAL,DESCONHECIDO,SO_IDEIA,doc
1kaPmQ8w5FlPdv1ALAEflSl1DTIh1taWi,9-QUADRO_4_FINAL_d9499c.doc,OUTRO,OUTRO,99_LIXEIRA_DUPLICADOS,DESCONHECIDO,DESCARTE,doc
1jaAqpB-u8ucWnfY2CIZ-cdiaC4ZGM6K8,001 - QUADRO_1_FINAL.pdf,PDF,OUTRO,01A_BRONZE_OFICIAL,DESCONHECIDO,SO_IDEIA,pdf
1Bd8we2XXcYjd8FbRz7nB8Wba3KSLMqzx,002 - QUADRO_2_FINAL.pdf,PDF,OUTRO,01A_BRONZE_OFICIAL,DESCONHECIDO,SO_IDEIA,pdf
1FxzBw1OCObJWEDRirGmXK4pNKWfcEzbL,003 - QUADRO_2A_FINAL.pdf,PDF,OUTRO,01A_BRONZE_OFICIAL,DESCONHECIDO,SO_IDEIA,pdf
1qVdPaRs9hqG0AOVZyQoO3tBD4Ly3KoDD,004 - QUADRO_2B_FINAL.pdf,PDF,OUTRO,01A_BRONZE_OFICIAL,DESCONHECIDO,SO_IDEIA,pdf
11DEFgqI8kRjTR60d97zPvUeeebgtzjsq,005 - QUADRO_3_FINAL.pdf,PDF,OUTRO,01A_BRONZE_OFICIAL,DESCONHECIDO,SO_IDEIA,pdf
12jfSfjNqFHsnZ7iuicC06bcJ19ZiIpJ5,006 - QUADRO_3A_FINAL.pdf,PDF,OUTRO,01A_BRONZE_OFICIAL,DESCONHECIDO,SO_IDEIA,pdf
1K8X9FHDIB77tNDWLisxbg0-Z0UCxfcxy,007 - QUADRO_3B_FINAL.pdf,PDF,OUTRO,01A_BRONZE_OFICIAL,DESCONHECIDO,SO_IDEIA,pdf
1bdRxzXIDF0ULa9v4D6THzeg42Fb_1x9B,008 - QUADRO_3C_FINAL.pdf,PDF,OUTRO,01A_BRONZE_OFICIAL,DESCONHECIDO,SO_IDEIA,pdf
1IfMfG6tZABFVsi1h-WHlk08C3P9NG2KW,009 - QUADRO_4_FINAL.pdf,PDF,OUTRO,01A_BRONZE_OFICIAL,DESCONHECIDO,SO_IDEIA,pdf
1D_1WC391j1d-Wqs3hLyl5qujNELXWiWl,01-21 - APT Luminarias Ornamentais da Light_2b0160.pdf,PDF,OUTRO,99_LIXEIRA_DUPLICADOS,DESCONHECIDO,DESCARTE,pdf
1zztCj61sk2s5nvF1qi1TAJq-4ZgKBCxO,01-23 - APT - Associação Feminina Beneficente e Instrutiva Analia Franco - Página (1)_003b49.pdf,PDF,OUTRO,99_LIXEIRA_DUPLICADOS,DESCONHECIDO,DESCARTE,pdf
1T-P9tHhhFH9-zbBaSWlOmW2wsqJVryRU,01-25 - Arquivamento Parcial das Manchas I e J e ID 50 a 52 da Res.11-23 - Página_f7217d.pdf,PDF,OUTRO,99_LIXEIRA_DUPLICADOS,DESCONHECIDO,DESCARTE,pdf
1ast9n5FOxcKMzCfb2tc1hzmpCIJhnVGQ,010 - QUADRO_4A_FINAL.pdf,PDF,OUTRO,01A_BRONZE_OFICIAL,DESCONHECIDO,SO_IDEIA,pdf
1_ZldYG1i4pgmg9B4Wrw5JpvNF3NqTGC3,011 - QUADRO_4B_FINAL.pdf,PDF,OUTRO,01A_BRONZE_OFICIAL,DESCONHECIDO,SO_IDEIA,pdf
1KrEzLi0tzM2XhHvZr2Tdl4u3WlXVzT1g,012 - QUADRO_5_FINAL.pdf,PDF,OUTRO,01A_BRONZE_OFICIAL,DESCONHECIDO,SO_IDEIA,pdf
1COEKjBeVFyxts2Lf_ovNJi4O-TDGIE0T,02-21 - APT  Avenida Angélica 1900_3abf79.pdf,PDF,OUTRO,99_LIXEIRA_DUPLICADOS,DESCONHECIDO,DESCARTE,pdf
1klWYSEQT5OH5w6MXVvhNXSgeF7VvYbpt,02-24_-_tombamento_mancha_dos_bombeiros_-_quadro_i_-_pgina_1_1719838684.pdf,PDF,OUTRO,01A_BRONZE_OFICIAL,DESCONHECIDO,SO_IDEIA,pdf
13moJVvTAfAX_lSxVvyy6x22Z1D9vw1fO,03-22 - Detalhamento da Resolução 22-2002 - para página (1).pdf,PDF,OUTRO,01A_BRONZE_OFICIAL,DESCONHECIDO,DESCARTE,pdf
120abvdKH2SOkEAK-odzIqKuIV3sSrYnc,03-22 - Detalhamento da Resolução 22-2002 - para página.pdf,PDF,OUTRO,01A_BRONZE_OFICIAL,DESCONHECIDO,SO_IDEIA,pdf
1HYpRf-LTdKN6nQ8o5_ts4NaT_mvbwzAY,03-25 - Arquivamento da Mancha H da Res.11-23 - Página_694205.pdf,PDF,OUTRO,99_LIXEIRA_DUPLICADOS,DESCONHECIDO,DESCARTE,pdf
1Bc8yU5lqnpj0ucRmIgUDuA7wTmGSDxEQ,03-25 - Arquivamento da Mancha H da Res.11-23 - Página_88d064.pdf,PDF,OUTRO,99_LIXEIRA_DUPLICADOS,DESCONHECIDO,DESCARTE,pdf
1XSTSe24LbJ4tQPvi4Dbu63NGiyfXPDBm,04-24 -  Tombamento da Escadaria da Rua Cristiano Viana - Página_bf140b.pdf,PDF,OUTRO,99_LIXEIRA_DUPLICADOS,DESCONHECIDO,DESCARTE,pdf
14L8YO4n5YycXxdU0eU_N6AgkiErEEwgv,04-25 - Arquivamento das Manchas C e G e ID 13 a 17 e 21 a 26 da Res.11-23 - Página_771945.pdf,PDF,OUTRO,99_LIXEIRA_DUPLICADOS,DESCONHECIDO,DESCARTE,pdf
1ZHR2gkKC0LNQxTR5GREfNYYOuaXU5Vv-,05-25 - Arquivamento dos IDs 02 a 04 e IDs 07 e 08 da Res. 11-23 - Página_234bb1.pdf,PDF,OUTRO,99_LIXEIRA_DUPLICADOS,DESCONHECIDO,DESCARTE,pdf
1tliEfN49sY1qkIl0weI6ngwSIR5ZuUiv,06-22 - Patrimônio Cultural Imaterial - Novena solene em honra a Nossa Senhora do Carmo_53d3e9.pdf,PDF,OUTRO,99_LIXEIRA_DUPLICADOS,DESCONHECIDO,DESCARTE,pdf
1iFXFhIzyxPxouY1kfOlb5dE3Se_nRZqu,06-23_Complexo Esportivo do Ibirapuera(1)_c5ee44.pdf,PDF,OUTRO,99_LIXEIRA_DUPLICADOS,DESCONHECIDO,DESCARTE,pdf
11Sz23Ow7mFKwcsnvMIDuHEws2vaIkp9J,"06-24 - Tombamento Antigas Residencias Rua Bela Cintra,954 e Rua Itapeva, 700 - Página (1)_a2b8c3.pdf",PDF,OUTRO,99_LIXEIRA_DUPLICADOS,DESCONHECIDO,DESCARTE,pdf
1WksWVy1RCJAhMO32LOfXegiGriBpjQBV,06-25 - Arquivamento dos IDs 42 a 48 da Res. 11-23 - Página (1)_cef6c6.pdf,PDF,OUTRO,99_LIXEIRA_DUPLICADOS,DESCONHECIDO,DESCARTE,pdf
18D9dqczp_4a6y4wswPht2U8qaP8W5pb-,07-20 - APT do Jardim Alfomares - para página_235514.pdf,PDF,OUTRO,99_LIXEIRA_DUPLICADOS,DESCONHECIDO,DESCARTE,pdf
1L3qzQSmikKw6LZwo-Lh2A6A5GDxOxf_K,07-24_-_apt_terreiro_ile_ase_omi_1719499071_f969a4.pdf,PDF,OUTRO,99_LIXEIRA_DUPLICADOS,DESCONHECIDO,DESCARTE,pdf
1VWsE-4UtwPyKDAFulrbCHIKhxc6ebziC,08-25 - Complementação e detalhamento da Resolução 02-24 - Página.pdf,PDF,OUTRO,01A_BRONZE_OFICIAL,DESCONHECIDO,SO_IDEIA,pdf
1YcG8qZlnniObVTOOUW7HX1GFL3g9n4pB,08-25 - Complementação e detalhamento da Resolução 02-24 - QUADRO 1 (1) (1).pdf,PDF,OUTRO,01A_BRONZE_OFICIAL,DESCONHECIDO,DESCARTE,pdf
14GwVAOK2oiKF1uRvkI4TGRNrszMSbrX-,08-25 - Complementação e detalhamento da Resolução 02-24 - QUADRO 1 (1).pdf,PDF,OUTRO,01A_BRONZE_OFICIAL,DESCONHECIDO,DESCARTE,pdf
1wPP2ic6xqRC0bUfEipstH2QqMd-65xne,08-25 - Complementação e detalhamento da Resolução 02-24 - QUADRO 1.pdf,PDF,OUTRO,Documentos Novos,DESCONHECIDO,SO_IDEIA,pdf
1cOdpOD5DCLXnVbJD3QSiyyptv3zfgkh0,08-25 - Complementação e detalhamento da Resolução 02-24 - QUADRO II (1).pdf,PDF,OUTRO,01A_BRONZE_OFICIAL,DESCONHECIDO,DESCARTE,pdf
1yYqVFQ5IZR-Ozw_FlGkzqPrwv6HBmbgC,08-25 - Complementação e detalhamento da Resolução 02-24 - QUADRO II.pdf,PDF,OUTRO,99_LIXEIRA_DUPLICADOS,DESCONHECIDO,DESCARTE,pdf
1NTa_S1IJh9aNQGGfY9YQX5yu83iyeonU,08-25 - Complementação e detalhamento da Resolução 02-24 - QUADRO II_50c913.pdf,PDF,OUTRO,99_LIXEIRA_DUPLICADOS,DESCONHECIDO,DESCARTE,pdf
1RHdEb6G7e7YcLS3rCixtcB8Bq_u6Cnrn,10-24 - Tombamento da Escola Panamericana de Artes - Página_7d489d.pdf,PDF,OUTRO,99_LIXEIRA_DUPLICADOS,DESCONHECIDO,DESCARTE,pdf
12GQaG6YCVsUumBq00tXHpllVJFEVWv9p,10-25 - APT do Mobiliário Bar Balcão - Página_fa142e.pdf,PDF,OUTRO,99_LIXEIRA_DUPLICADOS,DESCONHECIDO,DESCARTE,pdf
17_JgZO9wNqaIJIPxP_9UUIfcP2HD_KXM,11-23 - APT Perímetro Cerqueira César - Anexo II - Página_412b02.pdf,PDF,OUTRO,99_LIXEIRA_DUPLICADOS,DESCONHECIDO,DESCARTE,pdf
15LRwuzvUJOiCiIoCANU4Lxxd2MaBynhJ,11-23 - APT Perímetro Cerqueira César - Página_7e9ee6.pdf,PDF,OUTRO,99_LIXEIRA_DUPLICADOS,DESCONHECIDO,DESCARTE,pdf
1mMG_eSxlamOzdBXMyIFEBK-PDtgFv37d,11-24 - Exclusão de imóveis 05 e 06 do anexo I da Res. 11-23 - Página (1)_68e6a6.pdf,PDF,OUTRO,99_LIXEIRA_DUPLICADOS,DESCONHECIDO,DESCARTE,pdf
11SM6QUfJzJ682REVuHDiPBZbsrNVL_Nn,12-23 - APT Capela Dom Bosco_1850cb.pdf,PDF,OUTRO,99_LIXEIRA_DUPLICADOS,DESCONHECIDO,DESCARTE,pdf
1CqlR5QHwU3dv6nH4c6-9WyRimysXeDKf,12-24 - Arquivamento da APT de Residência na Rua General Isidoro Dias Lopes n° 36 - Vila Amália - Página_969aba.pdf,PDF,OUTRO,99_LIXEIRA_DUPLICADOS,DESCONHECIDO,DESCARTE,pdf
1irdeYj4qfimQtWs8OqvMe7YY7DciYcT6,13-25 - Complemento ao Arquivamento Parcial da Mancha D da Res. 11-23 - Página_25472e.pdf,PDF,OUTRO,99_LIXEIRA_DUPLICADOS,DESCONHECIDO,DESCARTE,pdf
1zGSA5chgXgTWooVwl4GSvH9skSdKB9QG,14-23 -APT Solar Fábio Prado_151a9c.pdf,PDF,OUTRO,99_LIXEIRA_DUPLICADOS,DESCONHECIDO,DESCARTE,pdf
14Cffs2-hxH9UeuNTMBIHXojc8hL0Or6A,15-23 - Tombamento Ex-Officio do Conjunto Visconde de Porto Seguro_83acc5.pdf,PDF,OUTRO,99_LIXEIRA_DUPLICADOS,DESCONHECIDO,DESCARTE,pdf
1ECOc4pfz82LiksXrP3iZWfeyBkHp9a72,15-25 - APT do Campo dos Engenheiros - Página_478c32.pdf,PDF,OUTRO,99_LIXEIRA_DUPLICADOS,DESCONHECIDO,DESCARTE,pdf
1OkaDPrkPghaEJbEVPV8eq0p6tpoydDSu,15-25 - APT do Campo dos Engenheiros - Página_f25624.pdf,PDF,OUTRO,99_LIXEIRA_DUPLICADOS,DESCONHECIDO,DESCARTE,pdf
1AH5QULeNDOH9r3i6SKkelixCDQVr3M7m,16-25 - Complementação da Resolução nº 54-CONPRESP-2018 - Página.pdf,PDF,OUTRO,01A_BRONZE_OFICIAL,OFICIAL,DESCARTE,pdf
1J92NXU8Ha-_Zi9R4h5YdcmERdTF7Ztl2,17-24 - Arquivamento das Manchas E e F da Res.11-23 - Página_4181ca.pdf,PDF,OUTRO,99_LIXEIRA_DUPLICADOS,DESCONHECIDO,DESCARTE,pdf
1LKubLeE9iCh9d1zdMJimgYeJMTFUbuja,17-25 - Tombamento do Templo Espiritualista de Umbanda São Benedito - Anexo Planta Esquemática - Página_5006e3.pdf,PDF,OUTRO,99_LIXEIRA_DUPLICADOS,DESCONHECIDO,DESCARTE,pdf
14-kizizXM4kQjwA7RDT-i9LQAqD5o5Gd,19-25 - Revisão da Resolução 05-2020 - Página (1).pdf,PDF,OUTRO,01A_BRONZE_OFICIAL,DESCONHECIDO,DESCARTE,pdf
14QEt0AtAaGH_eICW1_t2tCsOU4J8s2Xr,19-25 - Revisão da Resolução 05-2020 - Página.pdf,PDF,OUTRO,01A_BRONZE_OFICIAL,DESCONHECIDO,SO_IDEIA,pdf
1d0OdeSgTEfOCTBCQwfvgZeY99VMch6JX,19-25 - Revisão da Resolução 05-2020 - Página_d1c26b.pdf,PDF,OUTRO,99_LIXEIRA_DUPLICADOS,DESCONHECIDO,DESCARTE,pdf
11DHDlrem8mgH7mJXBlhBsyU8d806tayR,20-24 - Arquivamento Parcial da Mancha D e ID 18 a 20 da Res.11-23 - Página_2a2346.pdf,PDF,OUTRO,99_LIXEIRA_DUPLICADOS,DESCONHECIDO,DESCARTE,pdf
1dnQ9a1qLgvY25l_t8etdRrJFSVmLbVom,2017_36_Sao-Paulo_RAE-Residencias-da-Familia-Ramos-de-Azevedo_1753284677017_78c1ab.pdf,PDF,OUTRO,99_LIXEIRA_DUPLICADOS,DESCONHECIDO,DESCARTE,pdf
1OHa8dJ513cyY4GZQLTofuT7oXlyZ0uGU,2018_103_Sao-Paulo_Parque-Estadual-Fontes-do-Ipiranga_1753238783798_2982f2.pdf,PDF,OUTRO,99_LIXEIRA_DUPLICADOS,DESCONHECIDO,DESCARTE,pdf
1JxpVt2tuicBY9OitPLzs2o_vg6SZfhhb,2018_24_Sao-Paulo_Casa-a-Rua-Ceara_1753238584741_e1539e.pdf,PDF,OUTRO,99_LIXEIRA_DUPLICADOS,DESCONHECIDO,DESCARTE,pdf
1rwLrpt3HuHv74xVdM1sHKMnhkS8skz9_,2019_47_Sao-Paulo_Casa-Guilherme-de-Almeida_1753238121058_6e3eba.pdf,PDF,OUTRO,99_LIXEIRA_DUPLICADOS,DESCONHECIDO,DESCARTE,pdf
1WUwqGrPNPTAm2i6eu6lGXpYPxEDquDw6,2019_47_Sao-Paulo_Casa-Guilherme-de-Almeida_1753238121058_dda72a.pdf,PDF,OUTRO,99_LIXEIRA_DUPLICADOS,DESCONHECIDO,DESCARTE,pdf
1tiM_mkfFpclxMucZaD7iykk1i5tGsQ1F,2019_49_Sao-Paulo_-Conjunto-de-bens-imoveis-no-bairro-de-Higienopolis_1753238164725_080ee3.pdf,PDF,OUTRO,99_LIXEIRA_DUPLICADOS,DESCONHECIDO,DESCARTE,pdf
1TxU12Jh8utCZahL6FzijucEUO5NdpL5M,2019_49_Sao-Paulo_-Conjunto-de-bens-imoveis-no-bairro-de-Higienopolis_1753238164725_ca6a9e.pdf,PDF,OUTRO,99_LIXEIRA_DUPLICADOS,DESCONHECIDO,DESCARTE,pdf
1FCDANGNH2XIxqN0cWrspZNV2tnSj62N0,2021_37_Sao-Paulo_Bairros-dos-Jardins_1753237339808_24ab61.pdf,PDF,OUTRO,99_LIXEIRA_DUPLICADOS,DESCONHECIDO,DESCARTE,pdf
1yPTKb23C5QVNTZ2RrtT8WbdC5gMVToW3,2022_07_Campinas_Conjunto-da-Estacao-Ferroviaria-Guanabara_1753232568474_565465.pdf,PDF,OUTRO,99_LIXEIRA_DUPLICADOS,DESCONHECIDO,DESCARTE,pdf
1rRge1bHvNg0rAf3RfdjebJYGejsX3IaR,2022_07_Campinas_Conjunto-da-Estacao-Ferroviaria-Guanabara_1753232568474_813f47.pdf,PDF,OUTRO,99_LIXEIRA_DUPLICADOS,DESCONHECIDO,DESCARTE,pdf
1wnuRrwZUDcxhNNMWAzqDWVl8IaMSqx-w,2022_49_Sao-Paulo_RAE-Casa-Mario-de-Andrade_1753232569470 (1)_c06c39.pdf,PDF,OUTRO,99_LIXEIRA_DUPLICADOS,DESCONHECIDO,DESCARTE,pdf
1CqSqVu-CzNuZbZkDoDN7Szzm9hbiW7iA,2024_37_Sao-Jose-dos-Campos_RAE-Sanatorio-Vicentina-Aranha_1753230558904_c722ae.pdf,PDF,OUTRO,99_LIXEIRA_DUPLICADOS,DESCONHECIDO,DESCARTE,pdf
1olqgjhRVjDeDzd5FKcVpdhGZ9ifuiEs3,2025_03_Sao-Paulo_RAE-Casa-do-Sitio-do-Tatuape_1753229566669 (1)_24f8b5.pdf,PDF,OUTRO,99_LIXEIRA_DUPLICADOS,DESCONHECIDO,DESCARTE,pdf
1GfTfXqVw1n7N3ONwRO1omdmiFzmQd1jI,2025_07_Itu_RAE-Pedreira-de-Varvitos_1753229567444_183b28.pdf,PDF,OUTRO,99_LIXEIRA_DUPLICADOS,DESCONHECIDO,DESCARTE,pdf
1hKm5l-gaT4VjKVNpd1ENWvODpVmZZHU9,2025_08_Sao-Sebastiao_RAE-Casa-da-Esperanca_1753229567334_6811eb.pdf,PDF,OUTRO,99_LIXEIRA_DUPLICADOS,DESCONHECIDO,DESCARTE,pdf
1whb7qQhupgi68znMIW7-X1jakbKMaUNT,2025_19_Sao-Paulo_RAE-Casa-de-Vidro-do-Morumbi_1753229567245_ab9221.pdf,PDF,OUTRO,99_LIXEIRA_DUPLICADOS,DESCONHECIDO,DESCARTE,pdf
1s2NaAFqiRaPDDk7c7XTecX-_g9YxlSwR,2025_31_Sao-Paulo_RAE-Castelinho-da-Brigadeiro_1753229566887_a30380.pdf,PDF,OUTRO,99_LIXEIRA_DUPLICADOS,DESCONHECIDO,DESCARTE,pdf
1VuODCiZczTy0zGr6Z88mnzOdMAyiWgrJ,2025_4_Sao-Paulo_RAE-Estadio-Paulo-Machado-de-Carvalho_1753229566534 (1)_6b110f.pdf,PDF,OUTRO,99_LIXEIRA_DUPLICADOS,DESCONHECIDO,DESCARTE,pdf
1w-X8MHSGIlp82Nyd3yk-SObPrjDTaOkn,2025_80_Mogi das Cruzes_RAE Igreja Ordem Primeira e Terceira de Nossa Senhora do Carmo_1765548385222_3e937d.pdf,PDF,OUTRO,99_LIXEIRA_DUPLICADOS,DESCONHECIDO,DESCARTE,pdf
18BX1LCFv_LC7rtkT5HTQNJxrcVCORS0e,2025_82_Sao Paulo_RAE_Sitio Capao_1765548385626_10063c.pdf,PDF,OUTRO,99_LIXEIRA_DUPLICADOS,DESCONHECIDO,DESCARTE,pdf
1ncltk7xQzoCuVbeJM6uq1zbxTMhY2gDr,2025_83_Sao Paulo_RAE_Residencia Marieta Teixeira de Carvalho_1765548385729_63f7f9.pdf,PDF,OUTRO,99_LIXEIRA_DUPLICADOS,DESCONHECIDO,DESCARTE,pdf
1G9Kw6W3xI33WnXZH6tVHmWkckM_WfOP-,2025_85_Sao Paulo_RAE_Edificio do Antigo Banco de Sao Paulo_1765548386216_a78bfb.pdf,PDF,OUTRO,99_LIXEIRA_DUPLICADOS,DESCONHECIDO,DESCARTE,pdf
19Y6dna-I3a33seWNTeQ3zQctwkgZyGC7,2025_88_Sao Paulo_RAE Edificio Esther e Antigo Instituto de Educacao Caetano de Campos_1765548386380_fb8040.pdf,PDF,OUTRO,99_LIXEIRA_DUPLICADOS,DESCONHECIDO,DESCARTE,pdf
1PDANCxbJD21FTqo1Axvisyd46IbdG0P0,2025_91_Sao Paulo_RAE Igreja Santo Antonio_1765549460684_6c5838.pdf,PDF,OUTRO,99_LIXEIRA_DUPLICADOS,DESCONHECIDO,DESCARTE,pdf
14DEi8ah0rF5tNNCMdW4fWHQb752tBLjv,2025_92_Sao Paulo_RAE_Escola de Primeiras Letras_1765548386667_309d15.pdf,PDF,OUTRO,99_LIXEIRA_DUPLICADOS,DESCONHECIDO,DESCARTE,pdf
16vrsdcNt_kySrLD2O9mHm6TEkryXbJiL,2025_93_Imaterial_Culturas Circenses_1766063267282_c21a53.pdf,PDF,OUTRO,99_LIXEIRA_DUPLICADOS,DESCONHECIDO,DESCARTE,pdf
1M585mwHEN6duuPsYwiUr5kzTL9f0y61T,49c99_22_T_Bairro_da_Bela_Vista_2154d8.pdf,PDF,OUTRO,99_LIXEIRA_DUPLICADOS,DESCONHECIDO,DESCARTE,pdf
1Z_EeGJ-XgeCMPD3Z8rGRD83KTU0qTNos,Anexo 1 do D 57_536_2016_445f75.pdf,PDF,OUTRO,99_LIXEIRA_DUPLICADOS,DESCONHECIDO,DESCARTE,pdf
1laXqcyNCHwiGXIeOlHxP2OGpJ3hNRV9X,Atualizacacao_Q14_anoref2025.pdf,PDF,OUTRO,DOCUMENTOS,DESCONHECIDO,DESCARTE,pdf
14IqxvnG-5NZF-U4z8y2iRI8bVysKNxcw,Balanco_Financeiro_01JAN2025_6f68be.pdf,PDF,OUTRO,99_LIXEIRA_DUPLICADOS,DESCONHECIDO,DESCARTE,pdf
1qVVQVgI_3wPPI1wzqUkhDzaMkdlJjtet,Balanco_Financeiro_03MAR2025 (1) (1)_90e6e2.pdf,PDF,OUTRO,99_LIXEIRA_DUPLICADOS,DESCONHECIDO,DESCARTE,pdf
1s0EXoABdbU7RkkDZpmV6qvE6j0SVLw_F,Balanco_Financeiro_03MAR2025 (1)_47fdd0.pdf,PDF,OUTRO,99_LIXEIRA_DUPLICADOS,DESCONHECIDO,DESCARTE,pdf
1y0Lc27XgLu1cL2fHGA_SGjT9gJ1RrgR2,Balanco_Financeiro_03MAR2025 (1)_8b0946.pdf,PDF,OUTRO,99_LIXEIRA_DUPLICADOS,DESCONHECIDO,DESCARTE,pdf
1DmcNPK2gR938kscfEcGQFlOikGLmHZa9,Balanco_Financeiro_04ABR2025555_bdcb88.pdf,PDF,OUTRO,99_LIXEIRA_DUPLICADOS,DESCONHECIDO,DESCARTE,pdf
1xLL9Y3-bvwIhfAb-Ff-azfT61O8M8pG_,Balanco_Financeiro_05MAI2025_1787c6.pdf,PDF,OUTRO,99_LIXEIRA_DUPLICADOS,DESCONHECIDO,DESCARTE,pdf
1LKpe3IXK3kXkZH85YOfZSfPEndoluC06,Balanco_Financeiro_07JUL2025 (1)_4f91a0.pdf,PDF,OUTRO,99_LIXEIRA_DUPLICADOS,DESCONHECIDO,DESCARTE,pdf
1wlbDlwlz7Y3MencUtEGo04SZ2X3qlxDU,Balanco_Financeiro_08AGO2025_35013d.pdf,PDF,OUTRO,99_LIXEIRA_DUPLICADOS,DESCONHECIDO,DESCARTE,pdf
1n6oEtHXL99963PrpzBA9xGF2KWYu8pk4,Balanco_Financeiro_09SET2025_fe7bea.pdf,PDF,OUTRO,99_LIXEIRA_DUPLICADOS,DESCONHECIDO,DESCARTE,pdf
124vfDN7MEuPIf_g4QIkbnZCRouG5_h_R,Balanco_Financeiro_11NOV2025_7a3d3b.pdf,PDF,OUTRO,99_LIXEIRA_DUPLICADOS,DESCONHECIDO,DESCARTE,pdf
1LRrIYpiUFjLbNFnQsCpg3sYfuaw9w2lz,CGP_NotaTecnica_da654d.pdf,PDF,OUTRO,99_LIXEIRA_DUPLICADOS,DESCONHECIDO,DESCARTE,pdf
1k4iqp9fbUgt7KvnJVwLSFASy4FpiPGPg,Cnae_X_Item_Lista_Servicos_5c2795.pdf,PDF,OUTRO,99_LIXEIRA_DUPLICADOS,DESCONHECIDO,DESCARTE,pdf
16T1aS7mnGIY28JDU-q36TGRPkMlA_Vjt,D57536_02ca96.pdf,PDF,OUTRO,99_LIXEIRA_DUPLICADOS,DESCONHECIDO,DESCARTE,pdf
1kRz57_OipvOFb1lyaqirumMrdOyzEs2g,D57536_601c98.pdf,PDF,OUTRO,99_LIXEIRA_DUPLICADOS,DESCONHECIDO,DESCARTE,pdf
