file_id;nome_arquivo;tema;artefato;oficialidade;identificacao;vigencia;leitura;destino;resumo
1cPc6M4WL1urOV1zx4C4vLcIfxBh0ggbC;20260000519522.pdf;IPTU;JURISPRUDENCIA;OFICIAL;TJSP 2390222-33.2025.8.26.0000 ED;DATADO(2026);OK;1GRvv6Xbi3_rKpZvvIqKIjyByu1LgFjmJ;Acordao TJSP embargos declaracao IPTU Selic EC 136
1GSI1S31O1kQA9RH076yPMMTbuM5tNBFm;20260603091339371.pdf;IPTU;JURISPRUDENCIA;OFICIAL;STJ REsp 1.949.182 Tema 1158;DATADO(2025);OK;1GRvv6Xbi3_rKpZvvIqKIjyByu1LgFjmJ;Acordao STJ repetitivo IPTU credor fiduciario nao e contribuinte
1tImieDTt34vMj1pCpsLj9mpjAT1bHMho;21-24 - Reorganização do Selo de Valor Cultural - Página.pdf;CORRELATO;LEI;OFICIAL;CONPRESP Res 21/2024;VIGENTE;OK;1GRvv6Xbi3_rKpZvvIqKIjyByu1LgFjmJ;Resolucao CONPRESP Selo de Valor Cultural Cidade de Sao Paulo
1BAftD9AWl-XlNn8iynK6yBCgLlfBkjEU;49c99_22_T_Bairro_da_Bela_Vista.pdf;CORRELATO;LEI;OFICIAL;CONPRESP Res 22/2002;VIGENTE;OK;1GRvv6Xbi3_rKpZvvIqKIjyByu1LgFjmJ;Resolucao CONPRESP tombamento Bairro da Bela Vista
1PSw0EHD-L6A-0eOiMo8Wjbuzo3aBf9pD;A inconstitucionalidade do IPTU de Salvador _ Jusbrasil.pdf;IPTU;TESE;CRIADO-POR-TERCEIROS;Jusbrasil artigo IPTU Salvador;DATADO(2026);OK;1xuq1OpJzSYOGWG6dp7xGfCyDVE-WLVas;Artigo doutrinario Jusbrasil inconstitucionalidade IPTU de Salvador
13mH9mm-2Tq8UuKmToSyy17nRiFadDKg4;A possibilidade de isenção do IPTU por APP no município de Campinas (SP) _ Jusbrasil.pdf;IPTU;TESE;CRIADO-POR-TERCEIROS;Jusbrasil artigo IPTU APP Campinas;DATADO(2026);OK;1xuq1OpJzSYOGWG6dp7xGfCyDVE-WLVas;Artigo Jusbrasil isencao IPTU por APP em Campinas SP
17qqkeTmxEaZszo8-Zavca57CbkfISUfZ;ABNT.pdf;GERAL;META;NAO-OFICIAL;ABNT NBR 14653-2 2011;DATADO(2011);OK;1p8d2Cx-qbLO0nRicRjbZ7h47cp2jqb7t;Norma ABNT NBR avaliacao de bens imoveis urbanos
1Oh9nUUcjMHATtu1_cEYdeoXvR60_qmXA;ACADEM~1.PDF;IPTU;TESE;CRIADO-POR-TERCEIROS;Artigo Rev Tributaria v24 n130 2016;DATADO(2016);OK;1xuq1OpJzSYOGWG6dp7xGfCyDVE-WLVas;Artigo revista IPTU legitimidade passiva imovel invadido LexML
1PaMRCIwAHR21iAZ_N4NQUKSHZAEXUKth;ACORDAO_ADI_2187640_ARCO_PINHEIROS.pdf;TDC;JURISPRUDENCIA;OFICIAL;TJSP ADI 2187640-63.2023.8.26.0000;DATADO(2023);OK;1GRvv6Xbi3_rKpZvvIqKIjyByu1LgFjmJ;Acordao ADI TJSP TDC potencial construtivo PIU Arco Pinheiros Butantan
1qKL23LHQGfeqieLFYXu2x57Bnj-9jnrm;ACORDAO_TJSP_1025594-05.2021.8.26.0053.pdf;IPTU;JURISPRUDENCIA;OFICIAL;TJSP 1025594-05.2021.8.26.0053;DATADO(2026);OK;1GRvv6Xbi3_rKpZvvIqKIjyByu1LgFjmJ;Acordao TJSP IPTU valor venal pericia anulacao lancamento
14tHqV92dfiCpq4yVQr9l-ZLmE-LiVSAG;ACORDAO_TJSP_1053798-54.2024.8.26.0053.pdf;IPTU;JURISPRUDENCIA;OFICIAL;TJSP 1053798-54.2024.8.26.0053;DATADO(2025);OK;1GRvv6Xbi3_rKpZvvIqKIjyByu1LgFjmJ;Acordao TJSP IPTU progressivo averbacao Estatuto Cidade nulidade
1-qP0GoU77rVb8JWyCCUxpQQNNKRu3_fp;ACORDAO_TJSP_1054600-28.2019.8.26.0053.pdf;IPTU;JURISPRUDENCIA;OFICIAL;TJSP 1054600-28.2019.8.26.0053;DATADO(2026);OK;1GRvv6Xbi3_rKpZvvIqKIjyByu1LgFjmJ;Acordao TJSP IPTU valor venal PGV pericia repeticao indebito
1-VwgpSe3vBbBIvcwr2_3ueoJJfCk_NDK;ACORDAO_TJSP_1509864-53.2016.8.26.0090_AC.pdf;IPTU;JURISPRUDENCIA;OFICIAL;TJSP 1509864-53.2016.8.26.0090 AC;DATADO(2025);OK;1GRvv6Xbi3_rKpZvvIqKIjyByu1LgFjmJ;Acordao TJSP IPTU isencao CDHU LM 14865 imunidade reciproca
1s7cF_Be2Xj-bsoc2AhUa-qA0fLoD8AkB;ACORDAO_TJSP_1509864-53.2016.8.26.0090_ED.pdf;IPTU;JURISPRUDENCIA;OFICIAL;TJSP 1509864-53.2016.8.26.0090 ED;DATADO(2026);OK;1GRvv6Xbi3_rKpZvvIqKIjyByu1LgFjmJ;Acordao TJSP embargos IPTU CDHU unidade autonoma sem isencao
1Ryrhndyq1KjLPh-GWl6BMnkYqj9oW9rJ;ACORDAO_TJSP_1568276-30.2023.8.26.0090.pdf;IPTU;JURISPRUDENCIA;OFICIAL;TJSP 1568276-30.2023.8.26.0090;DATADO(2026);OK;1GRvv6Xbi3_rKpZvvIqKIjyByu1LgFjmJ;Acordao TJSP execucao fiscal IPTU prescricao PPI parcelamento
1TDEHG0izHjQxqd6lKv-DEojMYMf7q74U;ACORDAO_TJSP_2390222-33.2025.8.26.0000.pdf;IPTU;JURISPRUDENCIA;OFICIAL;TJSP 2390222-33.2025.8.26.0000;NAO-SEI;ILEGIVEL;1p8d2Cx-qbLO0nRicRjbZ7h47cp2jqb7t;Snippet vazio arquivo 1471 bytes sem texto extraivel
10qFNSG_PvePPeIGt43D2uaCDH3bOp-K0;ACORDAO_TJSP_2390222-33.2025.8.26.0000_AI.pdf;IPTU;JURISPRUDENCIA;OFICIAL;TJSP 2390222-33.2025.8.26.0000 AI;DATADO(2026);OK;1GRvv6Xbi3_rKpZvvIqKIjyByu1LgFjmJ;Acordao TJSP AI execucao fiscal IPTU prescricao Selic EC 113
1DhrwqlvfIRLOvF0eADTVGkhr8DaKfDSr;ACORDAO_TJSP_2390222-33.2025.8.26.0000_ED.pdf;IPTU;JURISPRUDENCIA;OFICIAL;TJSP 2390222-33.2025.8.26.0000 ED;DATADO(2026);OK;1GRvv6Xbi3_rKpZvvIqKIjyByu1LgFjmJ;Acordao TJSP embargos declaracao IPTU Selic EC 136
1zGE-_IvO0C4Z_LWT14viUR_lyRAVu4tO;Anexo 1 do D 57_536_2016.pdf;TDC;LEI;OFICIAL;Anexo I Decreto 57.536/2016;VIGENTE;OK;1GRvv6Xbi3_rKpZvvIqKIjyByu1LgFjmJ;Anexo requerimento declaracao potencial construtivo transferivel TDC
1jrbCc3xZXsihZUmPRfZlNbmmb0zrj5uI;Anexo 8 do D 57.536_2016_1.pdf;TDC;LEI;OFICIAL;Anexo VIII Decreto 57.536/2016;VIGENTE;OK;1GRvv6Xbi3_rKpZvvIqKIjyByu1LgFjmJ;Anexo modelo declaracao saldo potencial construtivo ZEPEC TDC
1Tf-tV2TmeIxDhWG4QJ5ERyD0fwA8CrAa;Anexo 9 do D 57.536_2016.pdf;TDC;LEI;OFICIAL;Anexo IX Decreto 57.536/2016;VIGENTE;OK;1GRvv6Xbi3_rKpZvvIqKIjyByu1LgFjmJ;Anexo modelo declaracao saldo potencial construtivo ZEPAM TDC
1muwGBNhaHZEEFrJn2ZS18t3gDqC4YIaw;Anexo I da Lei nº 17.719_2021.pdf;IPTU;LEI;OFICIAL;Anexo I Lei 17.719/2021;VIGENTE;OK;1GRvv6Xbi3_rKpZvvIqKIjyByu1LgFjmJ;Anexo Tabela VI tipos e padroes construcao valores IPTU
1ADStSbYhp9byERMW2vvEBuLuuAvxG1Mb;Anexo I do Decreto 58_289_2018.pdf;TDC;LEI;OFICIAL;Anexo I Decreto 58.289/2018;VIGENTE;OK;1GRvv6Xbi3_rKpZvvIqKIjyByu1LgFjmJ;Anexo manifestacao interesse doacao imovel potencial construtivo
1XTpOF--3AUoxiyY-87_VHs2kDGiM0ib0;Anexo I integrante da Lei nº 15.889, de 5 de novembro de 2013.pdf;IPTU;LEI;OFICIAL;Lei 15.889/2013 Anexo I;VIGENTE;OK;1GRvv6Xbi3_rKpZvvIqKIjyByu1LgFjmJ;Lei valores venais IPTU isencoes descontos Tabela VI Sao Paulo
13WMCiE8Xm1T_BkU0-xWPtBoZjx9F5s9r;Anexo II da Lei nº 17.719_2021.pdf;IPTU;LEI;OFICIAL;Anexo II Lei 17.719/2021;VIGENTE;OK;1GRvv6Xbi3_rKpZvvIqKIjyByu1LgFjmJ;Anexo listagem valores unitarios metro quadrado terreno IPTU
1thIZNvUvcKJ6ru0tkX4y62Ia-CcFQeH7;Anexo III da Lei 15.889_2013.pdf;IPTU;LEI;OFICIAL;Lei 15.889/2013 Anexo III;VIGENTE;OK;1GRvv6Xbi3_rKpZvvIqKIjyByu1LgFjmJ;Anexo III listagem de valores unitarios de terreno para IPTU em SP
1tEP858hvJdReey1dhKcQVZ8a0yKOdjvP;Anexo III da Lei nº 17.719_2021.pdf;IPTU;LEI;OFICIAL;Lei 17.719/2021 Anexo III;VIGENTE;OK;1GRvv6Xbi3_rKpZvvIqKIjyByu1LgFjmJ;Anexo III da lei de IPTU com listagem de inscricoes
1yNzWkVw-AXHOHO6S8ZPExr01NU3LaeNo;Anexo Unico do Decreto 57_378-16_ com_Deliberações CTLU_19__01_2021.pdf;CORRELATO;LEI;OFICIAL;Decreto 57.378/2016 Anexo Unico;VIGENTE;OK;1GRvv6Xbi3_rKpZvvIqKIjyByu1LgFjmJ;Enquadramento de atividades nR e CNAE conforme Lei 16.402/16
1XwbeX64SbWTeAIdRotqmFydZAa6FcPPs;Anexo V do Decreto 58.289_2018.pdf;TDC;LEI;OFICIAL;Decreto 58.289/2018 Anexo V;VIGENTE;OK;1GRvv6Xbi3_rKpZvvIqKIjyByu1LgFjmJ;Documentos para certidao de transferencia de potencial construtivo com doacao
1upT7KQ2GMacQc-0uFS-rxM-ec_O48A1i;Anexo Único do Decreto 52.884_2011.pdf;IPTU;LEI;OFICIAL;Decreto 52.884/2011 Anexo Unico;VIGENTE;OK;1GRvv6Xbi3_rKpZvvIqKIjyByu1LgFjmJ;Regulamento do IPTU de Sao Paulo
19LgdlZN-IXDnfjqV8yIwIGWgHb3T16Ch;Anexo_2024-06501-00.pdf;CORRELATO;LEI;OFICIAL;Decreto 57.565/2016 Anexo I Quota Ambiental;DATADO(2024);OK;1p8d2Cx-qbLO0nRicRjbZ7h47cp2jqb7t;Formulario de quota ambiental preenchido de processo de licenciamento
1UhFjf145eTexdyQ2SwNNuaOodQN8SPp4;Anexos I e II - LEI Nº 18.330 de 11 de Novembro de 2025.pdf;IPTU;LEI;OFICIAL;Lei 18.330/2025 Anexos I e II;VIGENTE;OK;1GRvv6Xbi3_rKpZvvIqKIjyByu1LgFjmJ;Tabela VI valores de construcao e valores venais para IPTU
1j4_wkUc-sVY_FPYYhAGpo7KWnfPdTOHa;ANEXOS_DO_PL_586_23___SEM_O_MAPA (1).pdf;CORRELATO;LEI;OFICIAL;PL 586/2023 Anexos Lei 16.402;VIGENTE;OK;1GRvv6Xbi3_rKpZvvIqKIjyByu1LgFjmJ;Anexos do projeto de lei alterando a LPUOS quadros e definicoes
1Sti8VuTpJN439jrdyzWeLIu1EUrRFnFg;Análise de Omissões da Legislação - Secretaria Municipal de Urbanismo e Licenciamento - Prefeitura.pdf;CORRELATO;META;OFICIAL;SMUL servico Analise de Omissoes;DATADO(2026);OK;1p8d2Cx-qbLO0nRicRjbZ7h47cp2jqb7t;Pagina de servico da SMUL sobre analise de omissoes da legislacao urbanistica
1EAoYVJRBp4EfqYtvHTbdDtvP-Mhr3L5s;ARE_1216078_Acordao_Tema1062_STF.pdf;CORRELATO;JURISPRUDENCIA;OFICIAL;STF ARE 1.216.078 Tema 1062;DATADO(2019);OK;1GRvv6Xbi3_rKpZvvIqKIjyByu1LgFjmJ;Acordao STF sobre juros e correcao de creditos tributarios estaduais
15MZf-TB7tfLZokrJ-JHYM7nNHbjKVsa2;ARQUIP _ DOSP - 097088730 - Lei.pdf;CORRELATO;LEI;OFICIAL;Lei 18.081/2024;VIGENTE;OK;1GRvv6Xbi3_rKpZvvIqKIjyByu1LgFjmJ;Revisao parcial da LPUOS 16.402 compatibilizando com PDE ZEU
1CYAD8JIelwJRRMhJ33CYMb_Ra5lA_-NA;ARQUIP _ DOSP - 105163385 - Decreto.pdf;TDC;LEI;OFICIAL;Decreto 63.504/2024;VIGENTE;OK;1GRvv6Xbi3_rKpZvvIqKIjyByu1LgFjmJ;Regulamenta a Outorga Onerosa do Direito de Construir OODC
1cfD8qXsbhrF8K0rfvmqzJv-afnyFrpYT;ARQUIP _ DOSP - 107504220 - Lei.pdf;CORRELATO;LEI;OFICIAL;Lei 18.177/2024;VIGENTE;OK;1GRvv6Xbi3_rKpZvvIqKIjyByu1LgFjmJ;Compatibiliza art 2 da Lei 18.081 e ajusta Mapa I das ZEU
1wgmDArNgFALh0RypRZnT45pk6XcSKRVd;ARQUIP _ DOSP - 148669538 - Decreto.pdf;TDC;LEI;OFICIAL;Decreto 64.884/2025;VIGENTE;OK;1GRvv6Xbi3_rKpZvvIqKIjyByu1LgFjmJ;Atualiza Quadro 14 valores de terreno para outorga e fator de TDC parques
1-bQT2Ko7aC7PscGKJwMxN4yQgh9RJqCG;ARQUIP _ DOSP - 149729786 - Portaria.pdf;TDC;LEI;OFICIAL;Portaria SMUL.GAB 8/2026;VIGENTE;OK;1GRvv6Xbi3_rKpZvvIqKIjyByu1LgFjmJ;Atualiza valores nominais do Quadro 14 para outorga onerosa
13X9l_5SmJSBqAmkOvlEZVDElYV2pbwnQ;ARQUIP _ DOSP - 155292571 - Decisão.pdf;IPTU;JURISPRUDENCIA;OFICIAL;CMT SP Decisao 155292571;DATADO(2026);OK;1GRvv6Xbi3_rKpZvvIqKIjyByu1LgFjmJ;Acordaos do Conselho Municipal de Tributos sobre recursos de IPTU
1hqUzM2g711wKWJifI-B83S8tJFc_8UG-;ARQUIP _ DOSP - 156981397 - Decisão.pdf;IPTU;JURISPRUDENCIA;OFICIAL;CMT SP Decisao 156981397;DATADO(2026);OK;1GRvv6Xbi3_rKpZvvIqKIjyByu1LgFjmJ;Acordaos do CMT sobre IPTU fator de obsolescencia e imunidade
1gPnYPi-3kjMvk85dAJ7Asp2pcoPATesj;Art. 156 da Constituição Federal, de 1988.pdf;IPTU;LEI;OFICIAL;CF art 156;VIGENTE;OK;1GRvv6Xbi3_rKpZvvIqKIjyByu1LgFjmJ;Art 156 da CF sobre impostos municipais extrato Jusbrasil com jurisprudencia
1zy--Cx4wKvH72stiZSqpLXec05K-0y0b;Ativação de Zonas de Estruturação (ZEUP e ZEMP) por Particular - Secretaria Municipal de Urbanismo e Licenciamento - Prefeitura.pdf;CORRELATO;META;OFICIAL;SMUL servico Ativacao ZEUP ZEMP;DATADO(2026);OK;1p8d2Cx-qbLO0nRicRjbZ7h47cp2jqb7t;Pagina de servico da SMUL sobre ativacao de zonas de estruturacao por particular
1Oh1RZpVrsbaId5ba4AFlTUNF8LLwaUx9;atos.cnj.jus.br_atos_detalhar_2014.pdf;GERAL;LEI;OFICIAL;CNJ Portaria 15/2014;DATADO(2014);OK;1p8d2Cx-qbLO0nRicRjbZ7h47cp2jqb7t;Portaria do CNJ sobre reestruturacao de pessoal do TJPI sem relacao com IPTU ou TDC
1-_o0yldO83-ZtNQ3i51Oes0XgZeWd9xl;Atualizacacao_Q14_anoref2025.pdf;TDC;LEI;OFICIAL;Quadro 14 Lei 16.050 ref 2025;VIGENTE;OK;1GRvv6Xbi3_rKpZvvIqKIjyByu1LgFjmJ;Cadastro de valor de terreno para outorga onerosa Quadro 14 atualizacao 2025
19ZbY8tv-CkZ_h9r91UuTLsQ_5gI6rGCE;Auditoria TDC São Paulo_ Memorial de Fundamentação Estratégica.pdf;TDC;IDEACAO;CRIADO-POR-NOS;Memorial Fundamentacao TDC v5.2;DATADO(2026);OK;1p8d2Cx-qbLO0nRicRjbZ7h47cp2jqb7t;Dossie interno de engenharia financeira e juridica do projeto TDC
15ez1ehgYXB8bevIIX4o-JNpdcPE49ggf;Balanco_Financeiro_01JAN2025.pdf;GERAL;META;OFICIAL;FUNDURB Balancete jan/2025;DATADO(2025);OK;1p8d2Cx-qbLO0nRicRjbZ7h47cp2jqb7t;Balancete financeiro do FUNDURB de janeiro de 2025
1OJpZwU3tp6qv-h9BuB30yWB6he3Ipq1v;Balanco_Financeiro_02FEV2025.pdf;GERAL;META;OFICIAL;FUNDURB Balancete fev/2025;DATADO(2025);OK;1p8d2Cx-qbLO0nRicRjbZ7h47cp2jqb7t;Balancete financeiro do FUNDURB de fevereiro de 2025
1Cjc8HQI9e_4o9egtyWitu0dzZlcwGj46;Balanco_Financeiro_03MAR2025 (1).pdf;GERAL;META;OFICIAL;FUNDURB Balancete mar/2025;DATADO(2025);OK;1p8d2Cx-qbLO0nRicRjbZ7h47cp2jqb7t;Balancete financeiro do FUNDURB de marco de 2025
1rqdJkmfblG_mfoX2nP6fqG3Pdro7sE6c;Balanco_Financeiro_04ABR2025555.pdf;GERAL;META;OFICIAL;FUNDURB Balancete abr/2025;DATADO(2025);OK;1p8d2Cx-qbLO0nRicRjbZ7h47cp2jqb7t;Balancete financeiro do FUNDURB de abril de 2025
1dGYKRn6d3wY6ap-GEkcVjFaJVC1LKt2u;Balanco_Financeiro_05MAI2025.pdf;GERAL;META;OFICIAL;FUNDURB Balancete mai/2025;DATADO(2025);OK;1p8d2Cx-qbLO0nRicRjbZ7h47cp2jqb7t;Balancete financeiro do FUNDURB de maio de 2025
148qluDvwqn3x7wcLcroc1hNFxA0b33I7;Balanco_Financeiro_06JUN2025.pdf;GERAL;META;OFICIAL;FUNDURB Balancete jun/2025;DATADO(2025);OK;1p8d2Cx-qbLO0nRicRjbZ7h47cp2jqb7t;Balancete financeiro do FUNDURB de junho de 2025
1Fab0bmEtfMJ6pDtv-VWTuAW2ts1M3KZ3;Balanco_Financeiro_07JUL2025 (1).pdf;GERAL;META;OFICIAL;FUNDURB Balancete jul/2025;DATADO(2025);OK;1p8d2Cx-qbLO0nRicRjbZ7h47cp2jqb7t;Balancete financeiro do FUNDURB de julho de 2025
1xRvcmiK_nk6j8pbOPw9vy0kLC02OME8i;Balanco_Financeiro_08AGO2025.pdf;GERAL;META;OFICIAL;FUNDURB Balancete ago/2025;DATADO(2025);OK;1p8d2Cx-qbLO0nRicRjbZ7h47cp2jqb7t;Balancete financeiro do FUNDURB de agosto de 2025
1tt9VADQiTyHpbxzYzcuNJ2StIpoA_zXe;Balanco_Financeiro_09SET2025.pdf;GERAL;META;OFICIAL;FUNDURB Balancete set/2025;DATADO(2025);OK;1p8d2Cx-qbLO0nRicRjbZ7h47cp2jqb7t;Balancete financeiro do FUNDURB de setembro de 2025
1suTHuq_Irehqq9FhjFc3b-KQmvK-gkL7;Balanco_Financeiro_10OUT2025.pdf;GERAL;META;OFICIAL;FUNDURB Balancete out/2025;DATADO(2025);OK;1p8d2Cx-qbLO0nRicRjbZ7h47cp2jqb7t;Balancete financeiro do FUNDURB de outubro de 2025
1wUlePaDESvbEGgrdm_RcoFNVETIHSHTj;Balanco_Financeiro_11NOV2025.pdf;GERAL;META;OFICIAL;FUNDURB Balancete nov/2025;DATADO(2025);OK;1p8d2Cx-qbLO0nRicRjbZ7h47cp2jqb7t;Balancete financeiro do FUNDURB de novembro de 2025
1R7y8V5dGTH4ItryiRfQJsiIn0lKlFV8z;Base de cálculo do IPTU - Migalhas.pdf;IPTU;TESE;CRIADO-POR-TERCEIROS;Migalhas Harada base de calculo IPTU;DATADO(2025);OK;1xuq1OpJzSYOGWG6dp7xGfCyDVE-WLVas;Artigo doutrinario de Kiyoshi Harada sobre base de calculo do IPTU e EC 132/23
1OzLQzlZzE3nr1eOI6qRm60J3_Ev5GrQJ;Base de cálculo do IPTU.pdf;IPTU;TESE;CRIADO-POR-TERCEIROS;Migalhas Harada base de calculo IPTU;DATADO(2025);OK;1xuq1OpJzSYOGWG6dp7xGfCyDVE-WLVas;Mesmo artigo doutrinario de Harada sobre base de calculo do IPTU duplicata
1fEjdKy1YxsJvGlnfGhOAczwhCUz9BIKI;browse.pdf;IPTU;JURISPRUDENCIA;OFICIAL;CARF Acordao 1301-000.243;DATADO(2009);OK;1GRvv6Xbi3_rKpZvvIqKIjyByu1LgFjmJ;Acordao CARF sobre dedutibilidade de IPTU e despesas IRPJ resultado XML
16ELdzUPdLmRQ4b-Ux_QVD60q4XFFQdCT;Cartilha Estatuto da Cidade 10 anos.pdf;CORRELATO;TESE;CRIADO-POR-TERCEIROS;Estatuto da Cidade Lei 10.257/2001;DATADO(2011);OK;1xuq1OpJzSYOGWG6dp7xGfCyDVE-WLVas;Cartilha do Senado com artigos e Estatuto da Cidade comentado inclui TDC e IPTU progressivo
1_HiTqavN81LBguNoWqfG-IvwJFMqJG8G;cartilha_doacao_area_parhis.pdf;CORRELATO;META;OFICIAL;Cartilha Doacao de Area PMSP;DATADO(2016);OK;1p8d2Cx-qbLO0nRicRjbZ7h47cp2jqb7t;Cartilha da prefeitura sobre doacao de area melhoramento viario e eixos
1NQu0kG4h_ERIEyhIXJ9jpn1FGv6Tizcl;Certidão de Transferência de Potencial Construtivo - Secretaria Municipal de Urbanismo e Licenciamento - Prefeitura.pdf;TDC;META;OFICIAL;SMUL servico Certidao TDC;DATADO(2026);OK;1p8d2Cx-qbLO0nRicRjbZ7h47cp2jqb7t;Pagina de servico da SMUL sobre certidao de transferencia de potencial construtivo
1a7Y7eC756t1NbYKp8M0Yo-6EuiA_KNOR;Certidão de Uso e Ocupação do Solo - Secretaria Municipal de Urbanismo e Licenciamento - Prefeitura.pdf;CORRELATO;META;OFICIAL;SMUL servico Certidao Uso e Ocupacao;DATADO(2025);OK;1p8d2Cx-qbLO0nRicRjbZ7h47cp2jqb7t;Pagina de servico da SMUL sobre certidao de uso e ocupacao do solo
1p5udqWv-zI-I42WqgeoD083iZRVzRTm4;CGP_NotaTecnica.pdf;CORRELATO;TESE;OFICIAL;SP Urbanismo Nota Tecnica CEAGESP;DATADO(2016);OK;1xuq1OpJzSYOGWG6dp7xGfCyDVE-WLVas;Nota tecnica da SP Urbanismo sobre parametros de uso e ocupacao na area do CEAGESP
1iKcaW5bD1OIFG48AxeXC_8WMeL9JNWpk;Chamada B+P Smart Factory - BNDES2025 - Projeto KEEPEE - Keepee Assist (SGF 338383)– Copiaree_Pesquisável.pdf;GERAL;LEI;OFICIAL;Acordo Cooperacao SENAI Keepee 2025;DATADO(2025);OK;1p8d2Cx-qbLO0nRicRjbZ7h47cp2jqb7t;Acordo de cooperacao tecnica SENAI e Keepee projeto IA sem relacao com IPTU ou TDC
1itZ0vaGsvHFK4BbozGVJKX9Py7IJJCBM;Cnae_X_Item_Lista_Servicos.pdf;GERAL;META;OFICIAL;CNAE x Lista LC 116/2003;NAO-SEI;OK;1p8d2Cx-qbLO0nRicRjbZ7h47cp2jqb7t;Tabela de correlacao CNAE com itens da lista de servicos do ISS
1TWtrpF1tF63KAE9p7FTRFxuNxejGYPcX;codigo_de_obras_ilustrado.pdf;CORRELATO;LEI;OFICIAL;Lei 16.642/2017 COE;VIGENTE;OK;1GRvv6Xbi3_rKpZvvIqKIjyByu1LgFjmJ;Codigo de Obras e Edificacoes ilustrado lei e decreto
1Hrof6KIDJYxa5jA3lsbhCPA-zkkCr6VP;Comprador de imóvel financiado é responsável pelo IPTU.pdf;IPTU;TESE;CRIADO-POR-TERCEIROS;ConJur TJGO Ag 5498486-11.2025;DATADO(2025);OK;1xuq1OpJzSYOGWG6dp7xGfCyDVE-WLVas;Noticia juridica ConJur sobre responsabilidade do IPTU em imovel financiado
1aZmX-dbVdJJsYLxcnGYHteWP5PPkIhR2;Constituição.pdf;CORRELATO;LEI;OFICIAL;CF 1988;VIGENTE;OK;1GRvv6Xbi3_rKpZvvIqKIjyByu1LgFjmJ;Texto integral da Constituicao Federal de 1988 do Planalto
1jrIjLb8kjqTpRHC0WAFMIGP_5zSHO7Ls;Código Tributário Nacional LEI Nº 5.172, DE 25 DE OUTUBRO DE 1966.pdf;IPTU;LEI;OFICIAL;Lei 5.172/1966 CTN;VIGENTE;ILEGIVEL;1p8d2Cx-qbLO0nRicRjbZ7h47cp2jqb7t;PDF do CTN apenas imagens de paginas sem texto extraivel
1O6swdMMqOCE86d3EllLWcGLws0JMZU6a;D57536.pdf;TDC;LEI;OFICIAL;Decreto 57.536/2016;VIGENTE;OK;1GRvv6Xbi3_rKpZvvIqKIjyByu1LgFjmJ;Regulamenta a Transferencia do Direito de Construir sem doacao do imovel
1NofgsoosmvVVGNiaQm4Xr4gT6AwmqVKC;D57776.pdf;CORRELATO;LEI;OFICIAL;Decreto 57.776/2017;VIGENTE;OK;1GRvv6Xbi3_rKpZvvIqKIjyByu1LgFjmJ;Regulamenta a Lei 16.642 Codigo de Obras e Edificacoes
1pi0LrR98w1V493YMVGRcYhB16IykcxYZ;D57776_2017_anexos.pdf;CORRELATO;LEI;OFICIAL;Decreto 57.776/2017 Anexo I;VIGENTE;OK;1GRvv6Xbi3_rKpZvvIqKIjyByu1LgFjmJ;Anexo I disposicoes tecnicas do decreto do Codigo de Obras
1DjNzdv9DhebFkZ8rB6vSWDeuBJUJTIyk;d833c_05_TEO_89_itens (1).pdf;CORRELATO;LEI;OFICIAL;CONPRESP Res 05/91;VIGENTE;OK;1GRvv6Xbi3_rKpZvvIqKIjyByu1LgFjmJ;Resolucao CONPRESP de tombamento ex-officio de bens historicos de SP
1GRu3oAkqrUgbKnARw94xmLXcPN6S8Mm8;d833c_05_TEO_89_itens.pdf;CORRELATO;LEI;OFICIAL;CONPRESP Res 05/91;VIGENTE;OK;1GRvv6Xbi3_rKpZvvIqKIjyByu1LgFjmJ;Resolucao CONPRESP de tombamento de bens historicos duplicata
1xie8VKkSo_oP5sZ1MMYjG7q2wn2pl-0d;dados de advogado.pdf;IPTU;TESE;CRIADO-POR-TERCEIROS;STF ARE 1.294.969 e TJSP Tema 19;NAO-SEI;OK;1xuq1OpJzSYOGWG6dp7xGfCyDVE-WLVas;Informativo de escritorio VBD sobre ITBI e base de calculo relacionada a IPTU
1lWxc0h3l1XZIB-PabPRtsrCd1EK_6bVU;Declaração de Potencial Construtivo Passível de Transferência - Secretaria Municipal de Urbanismo e Licenciamento - Prefeitura.pdf;TDC;META;OFICIAL;SMUL servico Declaracao Potencial Construtivo;DATADO(2026);OK;1p8d2Cx-qbLO0nRicRjbZ7h47cp2jqb7t;Pagina de servico da SMUL sobre declaracao de potencial construtivo passivel de transferencia
1lixqSHNwb-fKnHWkst1upJfr2KbeqpIx;decreto n.59.263, de 05.06.2013.pdf;CORRELATO;LEI;OFICIAL;Decreto Estadual 59.263/2013;VIGENTE;OK;1GRvv6Xbi3_rKpZvvIqKIjyByu1LgFjmJ;Decreto estadual SP sobre areas contaminadas regulamenta Lei 13.577/2009
1TNDxjtBm4ruAdBrYmroQwlsoNoVB11Vm;DECRETO Nº 52.884 DE 28 DE DEZEMBRO DE 2011 « Catálogo de Legislação Municipal.pdf;IPTU;LEI;OFICIAL;Decreto 52.884/2011;VIGENTE;OK;1GRvv6Xbi3_rKpZvvIqKIjyByu1LgFjmJ;Decreto que aprova o Regulamento do IPTU pagina do catalogo de legislacao
